,도로명,총유동인구수,남성유동인구수,여성유동인구수
673,솔매로50길,6856791,3116351,3740440
674,솔매로45길,3925736,1795639,2130097
675,솔매로41길,6327764,2908229,3419535
676,삼양로93길,5692833,2597243,3095590
677,삼양로77길,5434582,2529394,2905188
678,삼양로54길,5315173,2405515,2909658
679,삼양로41길,6645187,3060355,3584832
680,삼양로27길,5035273,2285720,2749553
681,삼양로24길,7181099,3279560,3901539
682,삼양로20길,6360039,2879228,3480812
683,삼각산로28길,6672582,3129076,3543507
684,도봉로99길,4486466,2077621,2408844
685,도봉로8길,2951328,1333639,1617687
686,도봉로76길,5732589,2682983,3049607
687,도봉로67길,5069614,2359055,2710559
688,도봉로45길,4795615,2156228,2639388
689,도봉로18길,5445490,2451491,2993999
690,도봉로13길,5236279,2355615,2880664
691,덕릉로41길,6562927,3070027,3492899
692,덕릉로40길,2624733,1227863,1396871
693,노해로33길,4348808,1945373,2403435
694,노해로23길,4763873,2178804,2585069
695,노해로17길,6106691,2862741,3243950
696,화랑로40길,3082859,1482057,1600802
697,화랑로32길,4832799,2244081,2588716
698,화랑로1길,6977685,3190352,3787332
699,화랑로19길,4930737,2284967,2645771
700,화랑로14길,3524016,1632056,1891960
701,화랑로13길,3843885,1758169,2085715
702,한천로76길,3562140,1687254,1874884
703,한천로101가길,2950889,1374355,1576534
704,창경궁로43길,2962426,1315418,1647007
705,지봉로20길,4484571,2067607,2416964
706,종암로5길,2620135,1219698,1400435
707,종암로24가길,4285043,1965974,2319069
708,종암로21길,3995321,1808647,2186675
709,종암로19길,4663892,2059929,2603962
710,종암로16길,6081509,2776291,3305218
711,정릉로8길,419652,215419,204233
712,정릉로27길,6202277,2826980,3375298
713,정릉로26길,3114463,1435835,1678628
714,장위로50길,2662310,1303174,1359137
715,장월로1길,3690379,1677165,2013214
716,인촌로6길,4242320,2005151,2237170
717,인촌로5길,4270118,1884177,2385940
718,인촌로24길,3499645,1858668,1640977
719,개운사길,1705426,884334,821091
720,인촌로1길,5516948,2472000,3044949
721,인촌로17가길,2941588,1348318,1593270
722,오패산로4길,5951743,2743576,3208167
723,오패산로3길,5734344,2607345,3126999
724,오패산로19길,4509551,2026071,2483481
725,안암로5길,4892156,2394700,2497458
726,아리랑로4길,6392980,2731293,3661688
727,솔샘로6길,2520040,1214890,1305150
728,성북로8길,2591668,1171553,1420115
729,삼양로8길,5138059,2318473,2819587
730,삼선교로16가길,3139371,1396892,1742479
731,삼선교로10다길,3127612,1391223,1736389
732,삼선교로10길,3919587,1742945,2176642
733,보문로32길,4977514,2137308,2840207
734,보문로31길,5295908,2363454,2932454
735,보문로26길,4057281,1843391,2213890
736,보문로13길,5304532,2515313,2789219
737,보국문로16길,3423833,1583705,1840129
738,동소문로6길,3113924,1380896,1733028
739,동소문로2길,3323387,1482646,1840740
740,동소문로26가길,5350276,2273747,3076530
741,동소문로15길,4980803,2174440,2806362
742,동소문로13길,5640522,2509741,3130781
743,돌곶이로8길,4840492,2246304,2594188
744,돌곶이로41길,3175650,1431923,1743726
745,돌곶이로28길,3605044,1734165,1870879
746,돌곶이로27길,4722872,2213270,2509602
747,돌곶이로22길,4234181,1982075,2252105
748,돌곶이로14길,4924777,2282881,2641897
749,길음로7길,3128286,1414626,1713660
750,중랑천로10길,4947120,2336703,2610417
751,용마산로94길,3409847,1592692,1817154
752,용마산로118길,5330564,2495378,2835185
753,용마산로112길,4168001,1953698,2214302
754,용마산로100길,3951712,1826296,2125416
755,신내로7가길,5227494,2342044,2885451
756,사가정로54길,6526264,3053248,3473016
757,사가정로42길,6272619,2929888,3342731
758,봉화산로56길,6422545,2895311,3527233
759,봉화산로4길,5619682,2699549,2920135
760,봉화산로30길,7246224,3321750,3924473
761,봉우재로33길,5537831,2565922,2971909
762,면목로78길,8168835,3758184,4410651
763,면목로56길,5237285,2406589,2830695
764,면목로55길,4364881,2003932,2360948
765,면목로49길,5443018,2509424,2933594
766,면목로48길,5287689,2444381,2843308
767,면목로45길,5313204,2452939,2860264
768,면목로33길,5852777,2748460,3104318
769,면목로21길,4587716,2197905,2389811
770,망우로73길,3123448,1450091,1673358
771,망우로68길,5796330,2718086,3078243
772,동일로163길,4953540,2321982,2631558
773,동일로157길,7996242,3707568,4288674
774,동일로149길,3420332,1617535,1802796
775,동일로140길,4905210,2280509,2624700
776,동일로139길,3445149,1635992,1809156
777,동일로139가길,4817587,2267933,2549653
778,동일로130길,6951561,3212054,3739507
779,동일로123길,6046851,2879742,3167111
780,동일로112길,6096677,2875675,3221002
781,동일로101길,5471883,2581506,2890376
782,동일로100길,5843862,2790157,3053704
783,답십리로75길,4766349,2277553,2488796
784,공릉로2길,5306972,2403967,2903005
785,공릉로12가길,2504029,1182316,1321711
786,겸재로54길,8143855,3725499,4418356
787,겸재로36길,5388951,2478943,2910009
788,겸재로29길,5601771,2619570,2982201
789,휘경로3길,5868801,2747400,3121401
790,휘경로2길,4607650,2143935,2463715
791,휘경로23길,5197988,2420035,2777952
792,휘경로14길,5534275,2556870,2977405
793,한천로46길,2751206,1275961,1475245
794,한천로40길,4096574,1909440,2187133
795,한천로33길,3324297,1524532,1799766
796,한천로14길,5195969,2574002,2621969
797,천호대로97길,2710984,1356331,1354653
798,천호대로77길,3171686,1589109,1582578
799,천호대로45길,3658452,1809507,1848944
800,천호대로17길,5554762,2710216,2844546
801,천호대로12길,2793839,1395618,1398221
802,천장산로7길,1953866,941813,1012052
803,제기로5길,2950439,1444389,1506052
804,제기로21길,3768790,1805176,1963615
805,전농로4길,5494374,2622965,2871409
806,전농로3길,6096348,2808557,3287791
807,전농로29길,6017012,2872806,3144205
808,장한로8길,3700258,1854124,1846133
809,장한로5길,4719598,2363240,2356359
810,장한로27길,4281094,2032798,2248296
811,장한로27가길,4192712,1983887,2208822
812,장한로26길,3273106,1577171,1695935
813,장한로26가길,4292317,2093983,2198333
814,장한로25길,4105836,1975466,2130371
815,장한로14길,3106728,1535098,1571629
816,이문로42길,5106795,2409297,2697498
817,왕산로43길,5222659,2530894,2691766
818,왕산로33길,3185112,1608352,1576760
819,왕산로32길,3333340,1652545,1680796
820,약령시로17길,4512301,2223594,2288708
821,서울시립대로4길,5598223,2648515,2949707
822,서울시립대로29길,7217978,3510858,3707120
823,서울시립대로16길,6054151,2877474,3176678
824,사가정로2길,4133979,1929351,2204628
825,사가정로23가길,4071203,1897784,2173418
826,사가정로13길,3077926,1412027,1665899
827,무학로45길,3967205,2077088,1890117
828,무학로16길,2828748,1388460,1440287
829,망우로21길,4933328,2273464,2659864
830,망우로18길,3444710,1640769,1803941
831,망우로18가길,2702151,1311445,1390705
832,답십리로72길,3998626,1941951,2056674
833,답십리로69길,3097012,1499020,1597990
834,답십리로68길,4535935,2218321,2317614
835,답십리로64길,4139250,2030203,2109048
836,답십리로63길,3975438,1848888,2126551
837,답십리로60길,3974008,1929800,2044208
838,답십리로56길,5322678,2486766,2835913
839,답십리로23길,4749668,2305833,2443834
840,난계로30길,3276850,1636338,1640511
841,경희대로4길,5277896,2398066,2879830
842,경희대로3길,3833592,1734915,2098676
843,천호대로129길,6631397,2963260,3668137
844,천호대로123길,5589642,2548969,3040672
845,천호대로109길,4949254,2305199,2644055
846,자양번영로3길,5380657,2504645,2876012
847,자양로53길,5932038,2660415,3271623
848,자양로50길,4785778,2156570,2629208
849,자양로45길,5182600,2315231,2867369
850,자양로26길,8256913,3769622,4487291
851,자양로15길,6364143,2960834,3403309
852,자양로11길,7563569,3491459,4072110
853,용마산로3길,4560270,2107686,2452583
854,용마산로21길,6325298,2936441,3388856
855,아차산로78길,2056290,982086,1074205
856,아차산로65길,6701233,2982884,3718349
857,아차산로55길,6779335,3109065,3670269
858,아차산로51길,4692771,2179862,2512909
859,아차산로40길,7827015,3658056,4168959
860,면목로17길,5167491,2466753,2700738
861,뚝섬로64길,2534687,1195771,1338916
862,뚝섬로58길,4136619,1908946,2227673
863,뚝섬로54길,3644117,1643853,2000265
864,뚝섬로48길,5691044,2618535,3072508
865,뚝섬로24길,5321488,2608885,2712604
866,뚝섬로23길,6385243,3021277,3363966
867,동일로24길,6020525,2880858,3139667
868,동일로18길,5942251,2849725,3092527
869,능동로4길,6658410,3125836,3532574
870,능동로3길,6389392,3057604,3331788
871,능동로34길,3959313,1817071,2142243
872,능동로19길,4850435,2283001,2567435
873,능동로13길,7343187,3492393,3850795
874,긴고랑로9길,5202729,2427140,2775589
875,긴고랑로8길,3977125,1922839,2054286
876,긴고랑로7길,5462880,2589508,2873372
877,긴고랑로20길,7124343,3308439,3815905
878,광나루로52길,7201416,3229154,3972262
879,광나루로40길,6316595,2834810,3481786
880,광나루로37길,3193370,1451726,1741644
881,광나루로36길,5383641,2444343,2939298
882,광나루로24길,1558628,747577,811051
883,광나루로12길,5898781,2842034,3056747
884,한림말길,2163098,961261,1201838
885,한림말3길,2533175,1120541,1412634
886,청계천로10나길,2718975,1307567,1411409
887,장터길,4829309,2167215,2662094
888,용답중앙길,3093377,1492975,1600403
889,용답29길,4593513,2213127,2380384
890,왕십리로6길,4840686,2411336,2429350
891,왕십리로31길,4937191,2190411,2746781
892,왕십리로26길,4618390,2127895,2490496
893,왕십리로21길,4561311,2056753,2504559
894,왕십리로14길,4575074,2272646,2302428
895,아차산로5길,3763818,1935154,1828664
896,아차산로15길,4026086,2070402,1955683
897,아차산로11길,2379103,1263594,1115509
898,송정4가길,4151948,2089147,2062801
899,송정12라길,3360685,1666161,1694523
900,성수일로6길,3618119,1890508,1727610
901,성수이로7길,2852266,1506406,1345859
902,성수이로18길,3573024,1862277,1710747
903,성덕정길,2460319,1233279,1227041
904,성덕정17길,4876403,2511717,2364688
905,서울숲2길,3198632,1560376,1638256
906,상원길,3885676,1978126,1907550
907,상원12길,2522535,1262419,1260117
908,사근동길,2351983,1126084,1225899
909,무학봉길,5400680,2403400,2997281
910,무학봉28길,3446893,1579593,1867300
911,무학로6길,4111357,1914370,2196986
912,무수막길,5246743,2341001,2905742
913,매봉길,4014131,1768475,2245656
914,마조로1길,2650057,1251948,1398108
915,마조로16길,2847373,1364942,1482432
916,마장로39길,2515671,1220837,1294834
917,마장로27길,3374472,1599560,1774914
918,뚝섬로5길,2752624,1426304,1326319
919,둘레9길,3046781,1545384,1501397
920,금호산길,5707193,2555872,3151321
921,금호산2길,4983466,2279949,2703517
922,고산자로6길,4891353,2313028,2578325
923,후암로28길,3364227,1608539,1755689
924,효창원로39길,4505911,2057962,2447949
925,회나무로13길,3306180,1585625,1720554
926,한남대로20길,1291572,599084,692488
927,한강대로88길,1129350,547579,581770
928,한강대로7길,1786236,908142,878094
929,한강대로62길,1803761,956861,846900
930,한강대로52길,1530387,827387,703000
931,한강대로43길,1900775,1017099,883675
932,한강대로15길,1322658,679770,642889
933,한강대로104길,3407063,1703757,1703306
934,청파로73길,3559745,1770176,1789567
935,청파로71길,6084177,2871249,3212928
936,청파로47나길,4555912,2041080,2514833
937,청파로47길,3343610,1453929,1889679
938,장문로45길,4290144,2135194,2154950
939,이태원로54길,2035425,997527,1037898
940,이태원로27길,2795087,1408452,1386635
941,이촌로22길,1370676,677831,692845
942,원효로89길,4264496,2005583,2258914
943,원효로53길,4567838,2235641,2332198
944,원효로41길,2732242,1311019,1421222
945,원효로19길,2780462,1306872,1473590
946,우사단로4길,3413587,1730658,1682927
947,우사단로14길,2878648,1480790,1397858
948,우사단로10길,4666584,2355973,2310610
949,신흥로20길,3338390,1551356,1787034
950,소월로20길,3483667,1643372,1840294
951,서빙고로71길,1381579,638586,742993
952,백범로90길,4699259,2310263,2388997
953,백범로79길,5812150,2688291,3123861
954,두텁바위로1길,3629553,1762412,1867139
955,대사관로34길,2912924,1424591,1488333
956,녹사평대로46길,2235287,1093117,1142172
957,녹사평대로40나길,1559179,783962,775218
958,녹사평대로32길,1495131,771030,724102
959,녹사평대로26길,1919021,997610,921411
960,녹사평대로11길,855160,390469,464690
961,퇴계로90길,6725344,3113314,3612029
962,퇴계로8길,1819368,882714,936654
963,퇴계로56길,2620712,1370532,1250180
964,퇴계로46길,2489056,1364573,1124483
965,퇴계로18길,1027269,511706,515563
966,퇴계로12길,1517763,720008,797756
967,청구로1길,4777046,2194381,2582665
968,청구로17길,4547479,2148156,2399322
969,장충단로8길,3578644,1754428,1824216
970,삼일대로4길,2100315,1188760,911555
971,명동길,2712306,1499048,1213258
972,동호로8길,4013090,1886233,2126859
973,동호로20길,4047452,1950896,2096556
974,동호로15길,3810410,1797692,2012718
975,동호로11길,3391550,1591832,1799718
976,동호로10길,5688932,2646173,3042759
977,다산로39길,4970691,2441767,2528924
978,다산로38길,5641165,2701695,2939471
979,다산로36길,4436127,2064457,2371671
980,다산로33길,5547630,2713599,2834030
981,난계로21길,4349374,2042700,2306675
982,난계로11길,5934501,2767606,3166895
983,필운대로1길,2894970,1281810,1613158
984,평창길,200988,96958,104030
985,통일로12길,3251486,1473007,1778480
986,창신길,7111269,3389760,3721509
987,창신5길,5870667,2778006,3092660
988,창신2길,5699624,2735638,2963986
989,창경궁로35길,3535434,1592897,1942538
990,지봉로8길,5652069,2723254,2928816
991,종로65길,6824956,3348562,3476395
992,종로58가길,3769157,1863628,1905529
993,종로24길,1399951,853615,546337
994,자하문로7길,2741588,1247938,1493650
995,이화장길,4314945,2142021,2172924
996,율곡로16길,3160901,1674030,1486871
997,율곡로10길,1174738,684267,490471
998,옥인길,2502365,1091732,1410633
999,숭인동길,5141276,2546757,2594518
1000,성균관로5길,2787667,1288518,1499148
1001,삼청로5길,489229,242960,246268
1002,북촌로5나길,482954,241740,241213
1003,북촌로5길,863463,424441,439023
1004,북촌로11길,1037961,515523,522438
1005,백석동길,465630,217802,247828
1006,명륜길,3251519,1528597,1722922
1007,돈화문로11가길,1710627,990049,720578
1008,난계로27길,3673693,1845097,1828596
1009,계동길,1097666,556645,541020
1010,풍성로37가길,9471987,4368846,5103141
1011,천호옛길,8756761,3983416,4773344
1012,천호옛14길,7357301,3348059,4009244
1013,천호대로219길,1276365,611336,665028
1014,천호대로197길,5824252,2626687,3197565
1015,천호대로187길,6392535,2945165,3447371
1016,천호대로170길,10610114,4992139,5617975
1017,천호대로162길,9327732,4321553,5006178
1018,천중로51길,8351991,3761136,4590856
1019,천중로39길,9937388,4607360,5330027
1020,진황도로47길,5786136,2692298,3093838
1021,진황도로27길,10310769,4885788,5424980
1022,올림픽로98길,7855021,3598875,4256146
